class_id,area_ratio,width_ratio,height_ratio,repair_time_range,budget_range
1,0.04,0.11479,0.04291,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11004,0.0619,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06367,0.08953,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07613,0.06733,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.23301,0.16374,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25903,0.13795,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12857,0.0909,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.23506,0.13918,5-6 hours,"LKR 9,000 - 12,000"
0,0.07345,0.16455,0.17503,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24118,0.09319,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27375,0.18232,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11145,0.0474,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09446,0.05682,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21949,0.18826,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07915,0.09089,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.25962,0.18802,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14091,0.17168,5-6 hours,"LKR 9,000 - 12,000"
0,0.01425,0.04089,0.024,3-4 hours,"LKR 5,000 - 7,000"
2,0.1,0.31471,0.10188,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.209,0.18263,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18807,0.10514,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13284,0.16193,5-6 hours,"LKR 9,000 - 12,000"
0,0.06528,0.10144,0.10593,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16023,0.14289,5-6 hours,"LKR 9,000 - 12,000"
0,0.04835,0.13321,0.11663,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14603,0.17325,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18183,0.15436,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15101,0.15519,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2506,0.15633,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12519,0.06004,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26391,0.1246,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26897,0.14397,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25423,0.19224,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12135,0.05597,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11799,0.0407,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12289,0.06411,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21098,0.0987,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12687,0.0896,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12982,0.06536,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16734,0.10645,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25494,0.19617,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.21551,0.08379,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.34787,0.23733,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07911,0.0734,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.20728,0.22136,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11187,0.09738,4-5 hours,"LKR 7,000 - 9,000"
1,0.03023,0.08686,0.0725,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.19957,0.20401,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16631,0.19645,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13186,0.04509,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.17357,0.19656,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.17732,0.08511,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27292,0.14333,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24759,0.17428,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26701,0.17929,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13486,0.16504,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13488,0.15097,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16015,0.11046,5-6 hours,"LKR 9,000 - 12,000"
0,0.07214,0.12179,0.13073,5-6 hours,"LKR 9,000 - 12,000"
1,0.03905,0.10759,0.04262,4-5 hours,"LKR 7,000 - 9,000"
1,0.03786,0.09316,0.08428,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23453,0.15993,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11931,0.05894,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.19704,0.24515,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.15841,0.23274,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09161,0.05952,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13013,0.09849,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1848,0.15858,5-6 hours,"LKR 9,000 - 12,000"
0,0.06921,0.10745,0.09019,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26972,0.11685,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.09563,0.07347,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23983,0.13651,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.11126,0.09991,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22355,0.13663,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07911,0.04199,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24029,0.16833,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26207,0.11434,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13107,0.05234,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17908,0.10421,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09413,0.05014,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13985,0.06902,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15137,0.1745,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17814,0.11676,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.1159,0.0826,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24354,0.08047,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25042,0.15349,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06459,0.05539,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15638,0.13701,5-6 hours,"LKR 9,000 - 12,000"
2,0.01946,0.03561,0.03288,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10933,0.07414,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14579,0.11672,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18548,0.19073,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08097,0.06664,4-5 hours,"LKR 7,000 - 9,000"
0,0.03452,0.09277,0.06444,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09116,0.08784,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13124,0.12199,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.14661,0.10668,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08558,0.05628,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10678,0.05702,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10639,0.06919,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26578,0.16993,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.14642,0.1892,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2382,0.08693,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28642,0.24535,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16554,0.14361,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.20646,0.10773,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15577,0.14747,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19674,0.17644,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.19404,0.11444,5-6 hours,"LKR 9,000 - 12,000"
0,0.07699,0.13078,0.11279,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09054,0.04055,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23998,0.11938,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07566,0.09467,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.26635,0.17214,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13809,0.07898,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18361,0.19416,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26562,0.08549,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23789,0.16242,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20621,0.19174,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.23404,0.08449,5-6 hours,"LKR 9,000 - 12,000"
0,0.06038,0.13935,0.15011,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15816,0.14251,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19956,0.09694,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1555,0.11651,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12814,0.07434,4-5 hours,"LKR 7,000 - 9,000"
0,0.06402,0.19716,0.08908,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12853,0.1273,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13846,0.06626,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09259,0.04206,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14511,0.14196,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07896,0.05844,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13476,0.04984,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1798,0.12703,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11392,0.08302,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08255,0.0472,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21813,0.14566,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27192,0.12299,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06094,0.08195,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13707,0.17582,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12608,0.11542,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.33773,0.24898,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24428,0.14194,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21449,0.15945,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12097,0.04744,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21426,0.15868,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24144,0.10588,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2471,0.12278,5-6 hours,"LKR 9,000 - 12,000"
0,0.02828,0.07775,0.07022,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13164,0.08176,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10913,0.088,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2108,0.15499,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22076,0.15426,6-7 hours,"LKR 12,000 - 15,000"
0,0.01501,0.03124,0.02284,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.12818,0.07354,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10245,0.07718,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11195,0.06645,4-5 hours,"LKR 7,000 - 9,000"
0,0.05926,0.17049,0.07156,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0817,0.04431,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25899,0.12666,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08829,0.05453,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11915,0.09298,5-6 hours,"LKR 9,000 - 12,000"
1,0.01327,0.03275,0.03158,2-3 hours,"LKR 3,000 - 5,000"
0,0.08,0.12944,0.12499,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12307,0.09336,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1279,0.16263,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1639,0.08018,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2299,0.10061,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18346,0.12263,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.22804,0.15453,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.13111,0.09605,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.22452,0.16601,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13382,0.04885,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13115,0.13012,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09901,0.05956,4-5 hours,"LKR 7,000 - 9,000"
0,0.04072,0.12137,0.06802,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13649,0.05858,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15243,0.15327,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13991,0.04305,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13402,0.07855,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07657,0.0552,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.19317,0.13554,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10451,0.06803,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2748,0.18461,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21263,0.14069,5-6 hours,"LKR 9,000 - 12,000"
1,0.03485,0.0671,0.04901,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09197,0.04676,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20383,0.17025,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13991,0.1392,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1288,0.08804,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13696,0.16051,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12424,0.15631,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17022,0.14005,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07952,0.04906,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06492,0.04859,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.3243,0.14751,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.1728,0.19243,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11497,0.07137,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17697,0.09014,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13079,0.14757,6-7 hours,"LKR 12,000 - 15,000"
2,0.0673,0.14681,0.09205,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23056,0.15289,5-6 hours,"LKR 9,000 - 12,000"
0,0.07843,0.18976,0.11313,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26907,0.13271,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.16087,0.24856,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17763,0.08078,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.21819,0.24976,5-6 hours,"LKR 9,000 - 12,000"
0,0.04035,0.06208,0.05577,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17813,0.133,5-6 hours,"LKR 9,000 - 12,000"
1,0.0366,0.0885,0.07812,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14271,0.12302,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.21619,0.22637,6-7 hours,"LKR 12,000 - 15,000"
0,0.03359,0.11582,0.05944,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17886,0.17293,5-6 hours,"LKR 9,000 - 12,000"
0,0.07408,0.23152,0.13552,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25186,0.13374,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22538,0.15883,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25611,0.12819,5-6 hours,"LKR 9,000 - 12,000"
1,0.03965,0.07154,0.08699,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.30162,0.1434,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13035,0.16806,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12755,0.08068,4-5 hours,"LKR 7,000 - 9,000"
0,0.05493,0.09969,0.12959,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07504,0.09199,4-5 hours,"LKR 7,000 - 9,000"
0,0.0484,0.1124,0.08137,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13418,0.0606,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17089,0.1681,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12669,0.08749,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07134,0.06673,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09874,0.06901,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.32412,0.13144,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26521,0.10386,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06178,0.07402,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.17163,0.11559,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25118,0.16652,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10965,0.06171,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13552,0.04645,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24493,0.18814,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23603,0.10165,5-6 hours,"LKR 9,000 - 12,000"
0,0.07649,0.21079,0.16536,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13314,0.09856,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20764,0.14728,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.33402,0.17414,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.12623,0.08205,4-5 hours,"LKR 7,000 - 9,000"
0,0.07344,0.15855,0.08605,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12355,0.08687,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08402,0.04625,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12766,0.06033,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12994,0.07427,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23927,0.13033,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08322,0.07736,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07782,0.05535,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24996,0.18859,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1314,0.15137,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06666,0.0846,4-5 hours,"LKR 7,000 - 9,000"
0,0.0349,0.08668,0.04986,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06962,0.07657,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20571,0.16845,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13505,0.12764,5-6 hours,"LKR 9,000 - 12,000"
1,0.03091,0.07016,0.05607,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.22657,0.12227,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25067,0.17033,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13046,0.08109,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06885,0.0409,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13126,0.16713,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26346,0.17339,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.1431,0.13634,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23193,0.13195,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08936,0.09491,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2701,0.11455,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24953,0.16583,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.24625,0.13128,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15815,0.10851,5-6 hours,"LKR 9,000 - 12,000"
1,0.03459,0.10507,0.08244,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21349,0.11463,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.32136,0.19167,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14948,0.19547,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.24561,0.13913,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24273,0.16752,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07328,0.08662,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24951,0.11071,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0874,0.09567,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.1397,0.06563,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.27438,0.19417,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07127,0.08782,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12721,0.08868,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22433,0.08644,5-6 hours,"LKR 9,000 - 12,000"
0,0.04638,0.09192,0.10759,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27875,0.1546,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10225,0.08214,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10187,0.08786,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13546,0.15375,5-6 hours,"LKR 9,000 - 12,000"
0,0.03437,0.10414,0.03459,5-6 hours,"LKR 9,000 - 12,000"
0,0.07781,0.12802,0.18443,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2253,0.12244,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13896,0.14393,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17758,0.16879,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06154,0.06438,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12429,0.13595,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17401,0.14915,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14239,0.18284,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10846,0.05104,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11501,0.06921,4-5 hours,"LKR 7,000 - 9,000"
1,0.03167,0.06973,0.03888,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11253,0.09969,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16514,0.13918,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18606,0.14004,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13735,0.18137,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15059,0.09575,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24153,0.1407,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.06588,0.06729,4-5 hours,"LKR 7,000 - 9,000"
0,0.057,0.10099,0.0878,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24265,0.15007,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28102,0.18234,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27907,0.16138,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12971,0.08082,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20283,0.08505,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22547,0.11349,5-6 hours,"LKR 9,000 - 12,000"
0,0.05834,0.09093,0.11326,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13705,0.1895,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.15783,0.19788,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11525,0.06493,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.23675,0.22315,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26951,0.18302,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11152,0.05397,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12887,0.09697,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0834,0.07577,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21823,0.11088,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16668,0.19675,5-6 hours,"LKR 9,000 - 12,000"
1,0.0154,0.04192,0.0297,3-4 hours,"LKR 5,000 - 7,000"
2,0.1,0.23363,0.20673,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12767,0.13691,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12188,0.05258,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12349,0.17775,5-6 hours,"LKR 9,000 - 12,000"
2,0.07599,0.18549,0.12249,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06674,0.04367,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09645,0.09221,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11405,0.04965,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.19849,0.19222,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20362,0.09809,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10413,0.07367,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13876,0.10663,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22345,0.12531,5-6 hours,"LKR 9,000 - 12,000"
1,0.03887,0.0868,0.08698,4-5 hours,"LKR 7,000 - 9,000"
1,0.02659,0.07656,0.04772,3-4 hours,"LKR 5,000 - 7,000"
0,0.08,0.2003,0.08393,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.32526,0.11484,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11828,0.07455,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2685,0.12569,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18945,0.14062,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08526,0.06575,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15901,0.12316,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25203,0.15699,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08596,0.04314,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08168,0.04835,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25811,0.16934,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2269,0.10789,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11225,0.09172,4-5 hours,"LKR 7,000 - 9,000"
